"No.","Time","Source","Destination","Protocol","Length","Info"
"55","0.216674","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=58026 Win=84992 Len=0 TSval=3899495013 TSecr=1939598276"
"56","0.250873","172.28.0.20","172.28.0.10","TCP","1514","55206  >  5000 [ACK] Seq=58026 Ack=1 Win=64512 Len=1448 TSval=1939598310 TSecr=3899494997"
"57","0.250913","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=59474 Win=97280 Len=0 TSval=3899495047 TSecr=1939598310"
"58","0.250917","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=59474 Ack=1 Win=64512 Len=2896 TSval=1939598310 TSecr=3899494997"
"59","0.250922","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=62370 Ack=1 Win=64512 Len=2896 TSval=1939598310 TSecr=3899494997"
"60","0.251016","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=65266 Win=97280 Len=0 TSval=3899495047 TSecr=1939598310"
"61","0.266455","172.28.0.20","172.28.0.10","TCP","1514","55206  >  5000 [ACK] Seq=65266 Ack=1 Win=64512 Len=1448 TSval=1939598326 TSecr=3899495013"
"62","0.300985","172.28.0.20","172.28.0.10","TCP","1514","[TCP Previous segment not captured] 55206  >  5000 [ACK] Seq=68162 Ack=1 Win=64512 Len=1448 TSval=1939598360 TSecr=3899495047"
"63","0.301016","172.28.0.10","172.28.0.20","TCP","78","5000  >  55206 [ACK] Seq=1 Ack=66714 Win=97280 Len=0 TSval=3899495097 TSecr=1939598326 SLE=68162 SRE=69610"
"64","0.301055","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=69610 Ack=1 Win=64512 Len=2896 TSval=1939598360 TSecr=3899495047"
"65","0.301061","172.28.0.10","172.28.0.20","TCP","78","[TCP Dup ACK 63#1] 5000  >  55206 [ACK] Seq=1 Ack=66714 Win=97280 Len=0 TSval=3899495097 TSecr=1939598326 SLE=68162 SRE=72506"
"66","0.301062","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=72506 Ack=1 Win=64512 Len=2896 TSval=1939598360 TSecr=3899495047"
"67","0.301066","172.28.0.10","172.28.0.20","TCP","78","[TCP Dup ACK 63#2] 5000  >  55206 [ACK] Seq=1 Ack=66714 Win=97280 Len=0 TSval=3899495097 TSecr=1939598326 SLE=68162 SRE=75402"
"68","0.351185","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=75402 Ack=1 Win=64512 Len=2896 TSval=1939598410 TSecr=3899495097"
"69","0.351222","172.28.0.10","172.28.0.20","TCP","78","[TCP Dup ACK 63#3] 5000  >  55206 [ACK] Seq=1 Ack=66714 Win=97280 Len=0 TSval=3899495147 TSecr=1939598326 SLE=68162 SRE=78298"
"70","0.351226","172.28.0.20","172.28.0.10","TCP","1514","[TCP Fast Retransmission] 55206  >  5000 [ACK] Seq=66714 Ack=1 Win=64512 Len=1448 TSval=1939598410 TSecr=3899495097"
"71","0.351242","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=78298 Win=89088 Len=0 TSval=3899495147 TSecr=1939598410"
"72","0.351243","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=78298 Ack=1 Win=64512 Len=2896 TSval=1939598410 TSecr=3899495097"
"73","0.351368","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=81194 Win=98304 Len=0 TSval=3899495148 TSecr=1939598410"
"74","0.401318","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=81194 Ack=1 Win=64512 Len=2896 TSval=1939598460 TSecr=3899495147"
"75","0.401361","172.28.0.20","172.28.0.10","RSL","1514","DELETE INDication (CCCH) (SM) "
"76","0.401403","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=85538 Ack=1 Win=64512 Len=2896 TSval=1939598461 TSecr=3899495148"
"77","0.401412","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=85538 Win=98304 Len=0 TSval=3899495198 TSecr=1939598460"
"78","0.401592","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=88434 Win=98304 Len=0 TSval=3899495198 TSecr=1939598461"
"79","0.451585","172.28.0.20","172.28.0.10","RSL","2962","PAGING Huawei extension "
"80","0.451628","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=91330 Ack=1 Win=64512 Len=2896 TSval=1939598511 TSecr=3899495198"
"81","0.451652","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=94226 Ack=1 Win=64512 Len=2896 TSval=1939598511 TSecr=3899495198"
"82","0.451686","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=97122 Win=98304 Len=0 TSval=3899495248 TSecr=1939598511"
"83","0.501843","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=97122 Ack=1 Win=64512 Len=2896 TSval=1939598561 TSecr=3899495248"
"84","0.501883","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=100018 Ack=1 Win=64512 Len=2896 TSval=1939598561 TSecr=3899495248"
"85","0.501886","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=102914 Ack=1 Win=64512 Len=2896 TSval=1939598561 TSecr=3899495248"
"86","0.501933","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=105810 Win=98304 Len=0 TSval=3899495298 TSecr=1939598561"
"87","0.552114","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=105810 Ack=1 Win=64512 Len=2896 TSval=1939598611 TSecr=3899495298"
"88","0.552155","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=108706 Ack=1 Win=64512 Len=2896 TSval=1939598611 TSecr=3899495298"
"89","0.552159","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=111602 Ack=1 Win=64512 Len=2896 TSval=1939598611 TSecr=3899495298"
"90","0.552200","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=114498 Win=98304 Len=0 TSval=3899495348 TSecr=1939598611"
"91","0.602247","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=114498 Ack=1 Win=64512 Len=2896 TSval=1939598661 TSecr=3899495348"
"92","0.602264","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=117394 Ack=1 Win=64512 Len=2896 TSval=1939598661 TSecr=3899495348"
"93","0.602266","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=120290 Ack=1 Win=64512 Len=2896 TSval=1939598661 TSecr=3899495348"
"94","0.602269","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=123186 Ack=1 Win=64512 Len=2896 TSval=1939598661 TSecr=3899495348"
"95","0.602287","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=126082 Win=98304 Len=0 TSval=3899495398 TSecr=1939598661"
"96","0.652446","172.28.0.20","172.28.0.10","RSL","2962","ERROR REPORT "
"97","0.652486","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=128978 Ack=1 Win=64512 Len=2896 TSval=1939598712 TSecr=3899495398"
"98","0.652490","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=131874 Ack=1 Win=64512 Len=2896 TSval=1939598712 TSecr=3899495398"
"99","0.652493","172.28.0.20","172.28.0.10","RSL","2962","PAGING Huawei extension "
"100","0.652539","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=137666 Win=98304 Len=0 TSval=3899495449 TSecr=1939598712"
"101","0.702594","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=137666 Ack=1 Win=64512 Len=2896 TSval=1939598762 TSecr=3899495449"
"102","0.702628","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=140562 Ack=1 Win=64512 Len=2896 TSval=1939598762 TSecr=3899495449"
"103","0.702632","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=143458 Ack=1 Win=64512 Len=2896 TSval=1939598762 TSecr=3899495449"
"104","0.702634","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=146354 Ack=1 Win=64512 Len=2896 TSval=1939598762 TSecr=3899495449"
"105","0.702662","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=149250 Win=98304 Len=0 TSval=3899495499 TSecr=1939598762"
"106","0.752742","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=149250 Ack=1 Win=64512 Len=2896 TSval=1939598812 TSecr=3899495499"
"107","0.752776","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=152146 Ack=1 Win=64512 Len=2896 TSval=1939598812 TSecr=3899495499"
"108","0.752780","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=155042 Ack=1 Win=64512 Len=2896 TSval=1939598812 TSecr=3899495499"
"109","0.752782","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=157938 Ack=1 Win=64512 Len=2896 TSval=1939598812 TSecr=3899495499"
"110","0.752812","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=160834 Win=98304 Len=0 TSval=3899495549 TSecr=1939598812"
"111","0.802975","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=160834 Ack=1 Win=64512 Len=2896 TSval=1939598862 TSecr=3899495549"
"112","0.803014","172.28.0.20","172.28.0.10","TCP","2962","[TCP Previous segment not captured] 55206  >  5000 [PSH, ACK] Seq=166626 Ack=1 Win=64512 Len=2896 TSval=1939598862 TSecr=3899495549"
"113","0.803030","172.28.0.10","172.28.0.20","TCP","78","5000  >  55206 [ACK] Seq=1 Ack=163730 Win=96256 Len=0 TSval=3899495599 TSecr=1939598862 SLE=166626 SRE=169522"
"114","0.803033","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=169522 Ack=1 Win=64512 Len=2896 TSval=1939598862 TSecr=3899495549"
"115","0.803038","172.28.0.10","172.28.0.20","TCP","78","[TCP Dup ACK 113#1] 5000  >  55206 [ACK] Seq=1 Ack=163730 Win=96256 Len=0 TSval=3899495599 TSecr=1939598862 SLE=166626 SRE=172418"
"116","0.803040","172.28.0.20","172.28.0.10","RSL","2962","ERROR REPORT "
"117","0.803044","172.28.0.10","172.28.0.20","TCP","78","[TCP Dup ACK 113#2] 5000  >  55206 [ACK] Seq=1 Ack=163730 Win=96256 Len=0 TSval=3899495599 TSecr=1939598862 SLE=166626 SRE=175314"
"118","0.853106","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=175314 Ack=1 Win=64512 Len=2896 TSval=1939598912 TSecr=3899495599"
"119","0.853132","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=178210 Ack=1 Win=64512 Len=2896 TSval=1939598912 TSecr=3899495599"
"120","0.853139","172.28.0.20","172.28.0.10","TCP","1514","[TCP Out-Of-Order] 55206  >  5000 [ACK] Seq=163730 Ack=1 Win=64512 Len=1448 TSval=1939598912 TSecr=3899495599"
"121","0.853160","172.28.0.10","172.28.0.20","TCP","78","5000  >  55206 [ACK] Seq=1 Ack=165178 Win=95232 Len=0 TSval=3899495649 TSecr=1939598912 SLE=166626 SRE=181106"
"122","0.853163","172.28.0.20","172.28.0.10","RSL","1514","unknown 12 "
"123","0.853168","172.28.0.10","172.28.0.20","TCP","78","[TCP Dup ACK 121#1] 5000  >  55206 [ACK] Seq=1 Ack=165178 Win=95232 Len=0 TSval=3899495649 TSecr=1939598912 SLE=166626 SRE=182554"
"124","0.903246","172.28.0.20","172.28.0.10","RSL","2962","[TCP Previous segment not captured] [Malformed Packet]"
"125","0.903279","172.28.0.10","172.28.0.20","TCP","86","[TCP Dup ACK 121#2] 5000  >  55206 [ACK] Seq=1 Ack=165178 Win=95232 Len=0 TSval=3899495699 TSecr=1939598912 SLE=185450 SRE=188346 SLE=166626 SRE=182554"
"126","0.903283","172.28.0.20","172.28.0.10","TCP","1514","55206  >  5000 [ACK] Seq=188346 Ack=1 Win=64512 Len=1448 TSval=1939598962 TSecr=3899495649"
"127","0.903287","172.28.0.20","172.28.0.10","TCP","1514","[TCP Fast Retransmission] 55206  >  5000 [ACK] Seq=165178 Ack=1 Win=64512 Len=1448 TSval=1939598962 TSecr=3899495649"
"128","0.903311","172.28.0.10","172.28.0.20","TCP","78","5000  >  55206 [ACK] Seq=1 Ack=182554 Win=79872 Len=0 TSval=3899495699 TSecr=1939598962 SLE=185450 SRE=189794"
"129","0.953365","172.28.0.20","172.28.0.10","TCP","2962","[TCP Out-Of-Order] 55206  >  5000 [PSH, ACK] Seq=182554 Ack=1 Win=64512 Len=2896 TSval=1939599013 TSecr=3899495699"
"130","0.953404","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=189794 Win=92160 Len=0 TSval=3899495750 TSecr=1939599013"
"131","0.953407","172.28.0.20","172.28.0.10","TCP","1514","[TCP Previous segment not captured] 55206  >  5000 [ACK] Seq=191242 Ack=1 Win=64512 Len=1448 TSval=1939599013 TSecr=3899495699"
"132","0.953412","172.28.0.10","172.28.0.20","TCP","78","[TCP Dup ACK 130#1] 5000  >  55206 [ACK] Seq=1 Ack=189794 Win=92160 Len=0 TSval=3899495750 TSecr=1939599013 SLE=191242 SRE=192690"
"133","1.003463","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=192690 Ack=1 Win=64512 Len=2896 TSval=1939599063 TSecr=3899495750"
"134","1.003491","172.28.0.10","172.28.0.20","TCP","78","[TCP Window Update] 5000  >  55206 [ACK] Seq=1 Ack=189794 Win=94208 Len=0 TSval=3899495800 TSecr=1939599013 SLE=191242 SRE=195586"
"135","1.003524","172.28.0.20","172.28.0.10","TCP","1514","55206  >  5000 [ACK] Seq=195586 Ack=1 Win=64512 Len=1448 TSval=1939599063 TSecr=3899495750"
"136","1.003530","172.28.0.10","172.28.0.20","TCP","78","[TCP Dup ACK 130#2] 5000  >  55206 [ACK] Seq=1 Ack=189794 Win=94208 Len=0 TSval=3899495800 TSecr=1939599013 SLE=191242 SRE=197034"
"137","1.053726","172.28.0.20","172.28.0.10","TCP","1514","[TCP Out-Of-Order] 55206  >  5000 [ACK] Seq=189794 Ack=1 Win=64512 Len=1448 TSval=1939599113 TSecr=3899495800"
"138","1.053765","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=197034 Win=92160 Len=0 TSval=3899495850 TSecr=1939599113"
"139","1.053768","172.28.0.20","172.28.0.10","TCP","1514","55206  >  5000 [ACK] Seq=197034 Ack=1 Win=64512 Len=1448 TSval=1939599113 TSecr=3899495800"
"140","1.053773","172.28.0.20","172.28.0.10","TCP","1514","55206  >  5000 [ACK] Seq=198482 Ack=1 Win=64512 Len=1448 TSval=1939599113 TSecr=3899495800"
"141","1.053871","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=199930 Win=98304 Len=0 TSval=3899495850 TSecr=1939599113"
"142","1.103922","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=199930 Ack=1 Win=64512 Len=2896 TSval=1939599163 TSecr=3899495850"
"143","1.103954","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=202826 Ack=1 Win=64512 Len=2896 TSval=1939599163 TSecr=3899495850"
"144","1.104002","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=205722 Win=98304 Len=0 TSval=3899495900 TSecr=1939599163"
"145","1.154059","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=205722 Ack=1 Win=64512 Len=2896 TSval=1939599213 TSecr=3899495900"
"146","1.154084","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=208618 Ack=1 Win=64512 Len=2896 TSval=1939599213 TSecr=3899495900"
"147","1.154088","172.28.0.20","172.28.0.10","TCP","1514","55206  >  5000 [ACK] Seq=211514 Ack=1 Win=64512 Len=1448 TSval=1939599213 TSecr=3899495900"
"148","1.154138","172.28.0.10","172.28.0.20","TCP","66","5000  >  55206 [ACK] Seq=1 Ack=212962 Win=98304 Len=0 TSval=3899495950 TSecr=1939599213"
"149","1.204219","172.28.0.20","172.28.0.10","TCP","2962","55206  >  5000 [PSH, ACK] Seq=212962 Ack=1 Win=64512 Len=2896 TSval=1939599263 TSecr=3899495950"
